stock_code,description,revenue,quantity,orders,customers
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2479.35,214,80,33
85054,FRENCH ENAMEL POT W LID,2474.82,908,209,107
22742,MAKE YOUR OWN PLAYTIME CARD KIT,2469.4,1000,181,132
22937,BAKING MOULD CHOCOLATE CUPCAKES,2468.89,935,159,119
85041,SET/4 PINK ORCHID CANDLES IN BOWL,2466.77,1839,95,64
22291,"SPRING DEC , HANGING CHICK CREAM",2464.7799999999997,1876,143,76
21616,4 PEAR BOTANICAL DINNER CANDLES,2458.58,1152,191,126
21680,WOODLAND  STICKERS,2458.18,2830,270,111
22129,PARTY CONES CANDY TREE DECORATION,2457.8599999999997,2774,108,92
21203,BUTTERFLIES  HONEYCOMB GARLAND,2455.7499999999995,1490,147,85
20668,DISCO BALL CHRISTMAS DECORATION,2454.52,20948,369,182
85206B,PINK FELT EASTER EGG BASKET,2454.2,1524,186,138
23352,ROLL WRAP 50'S RED CHRISTMAS ,2444.2,1788,213,151
23489,VINTAGE BELLS GARLAND,2443.35,821,149,116
21330,WOODLAND ANIMAL  WRITING SET ,2439.22,1443,202,102
21792,CLASSIC FRENCH STYLE BASKET GREEN ,2432.93,481,147,111
21809,CHRISTMAS HANGING TREE WITH BELL,2427.89,3015,207,118
22342,HOME GARLAND PAINTED ZINC ,2424.95,1747,236,111
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,2419.6800000000003,790,169,98
22911,PAPER CHAIN KIT LONDON,2418.9500000000003,841,168,115
22789,T-LIGHT HOLDER SWEETHEART HANGING,2417.59,1237,197,138
22091,EMPIRE TISSUE BOX,2417.11,3124,328,184
21823,PAINTED METAL HEART WITH HOLLY BELL,2412.92,2444,213,136
22613,PACK OF 20 SPACEBOY NAPKINS,2411.2599999999998,3041,274,166
22021,BLUE FELT EASTER EGG BASKET,2410.5099999999998,1401,234,161
22540,MINI JIGSAW CIRCUS PARADE ,2409.0299999999997,6159,191,116
21274,EMBOSSED HEART 3 DRAWER SHELF,2407.94,174,106,61
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,2407.1600000000003,305,126,82
84840,SWEETHEART CARRY-ALL BASKET,2405.32,279,142,110
21439,BASKET OF TOADSTOOLS,2405.06,1851,241,112
23406,HOME SWEET HOME KEY HOLDER,2403.9100000000003,453,113,65
21642,ASSORTED TUTTI FRUTTI PEN,2402.8399999999997,4147,266,151
21973,SET OF 36 MUSHROOM PAPER DOILIES,2401.18,1657,212,117
22153,ANGEL DECORATION STARS ON DRESS,2399.44,5539,288,136
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2396.84,459,108,76
23265,SET OF 3 WOODEN TREE DECORATIONS,2386.04,1754,295,180
21462,"NURSERY A,B,C PAINTED LETTERS",2384.91,407,177,132
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,2383.71,617,167,117
84795B,SUNSET CHECK HAMMOCK,2379.09,298,96,56
20674,GREEN POLKADOT BOWL,2376.52,1841,251,118
47570,ENGLISH ROSE TABLE CLOTH,2373.01,220,78,47
23498,CLASSIC BICYCLE CLIPS ,2372.68,1640,99,77
84997d,CHILDRENS CUTLERY POLKADOT PINK,2372.33,285,65,0
23535,BICYCLE SAFTEY WALL ART,2371.94,458,39,38
22829,SWEETHEART WIRE WALL TIDY,2370.72,230,119,83
85059,FRENCH ENAMEL WATER BASIN,2369.89,691,215,108
22990,COTTON APRON PANTRY DESIGN,2363.73,507,175,117
10133,COLOURING PENCILS BROWN TUBE,2360.56,3817,291,153
21531,RETRO SPOT SUGAR JAM BOWL,2359.29,912,199,106
21789,KIDS RAIN MAC PINK,2358.87,2828,223,138
21811,HANGING HEART WITH BELL,2356.08,4571,220,106
21468,BUTTERFLY CROCHET FOOD COVER,2353.89,667,144,91
22897,OVEN MITT APPLES DESIGN,2348.85,1571,269,167
22642,SET OF 4 NAPKIN CHARMS STARS   ,2348.47,989,141,113
23437, 50'S CHRISTMAS GIFT BAG LARGE,2341.13,1913,130,106
22537,MAGIC DRAWING SLATE DINOSAUR,2340.27,5717,349,224
23412,HEART MIRROR ANTIQUE WHITE,2339.8,356,77,64
23401,RUSTIC MIRROR WITH LACE HEART,2336.12,456,86,59
84509F,SET OF 4 NEW ENGLAND PLACEMATS,2336.1,2749,36,29
22421,LIPSTICK PEN FUSCHIA,2333.2599999999998,4678,412,172
21437,24 HANGING EASTER EGGS FLORAL TUB,2332.17,672,111,88
21126,SET OF 6 GIRLS CELEBRATION CANDLES,2331.72,2311,287,169
23396,LE JARDIN BOTANIQUE CUSHION COVER,2330.0,555,167,114
85034A,3 GARDENIA MORRIS BOXED CANDLES,2327.07,835,140,92
21824,PAINTED METAL STAR WITH HOLLY BELLS,2316.66,2758,212,137
22609,PENS ASSORTED SPACEBALL,2315.9,6943,205,118
21747,SMALL SKULL WINDMILL,2315.37,1923,156,83
21615,4 LAVENDER BOTANICAL DINNER CANDLES,2308.67,1168,169,115
84459B,YELLOW METAL CHICKEN HEART ,2306.0099999999998,1451,214,115
23371,SET 36 COLOUR PENCILS SPACEBOY ,2304.78,1705,185,98
21947,SET OF 6 HEART CHOPSTICKS,2302.81,1675,298,122
71459,HANGING JAM JAR T-LIGHT HOLDERS,2295.5,2810,93,61
22251,BIRDHOUSE DECORATION MAGIC GARDEN,2293.89,1852,302,141
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2292.22,2740,289,185
21741,COSY SLIPPER SHOES LARGE GREEN,2291.2000000000003,700,191,108
22306,SILVER MUG BONE CHINA TREE OF LIFE,2287.5,1604,167,125
84997b,CHILDRENS CUTLERY RETROSPOT RED ,2287.37,273,55,0
22831,WHITE BROCANTE SOAP DISH,2286.28,776,138,101
85176,SEWING SUSAN 21 NEEDLE SET,2279.8199999999997,2732,310,116
23330,DECORATIVE WICKER HEART MEDIUM,2279.47,1788,217,158
21482,MUSHROOM BLUE HOT WATER BOTTLE,2279.06,734,185,105
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,2277.57,595,137,69
22828,REGENCY MIRROR WITH SHUTTERS,2275.0,15,12,9
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,2274.79,1203,70,56
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2273.77,5039,615,227
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,2271.24,1190,59,40
22539,MINI JIGSAW DOLLY GIRL,2267.71,5653,248,138
85199L,LARGE HANGING IVORY & RED WOOD BIRD,2267.4700000000003,3428,276,136
22362,GLASS JAR PEACOCK BATH SALTS,2265.98,705,271,133
85114C,RED ENCHANTED FOREST PLACEMAT,2263.06,1179,161,79
21873,IF YOU CAN'T STAND THE HEAT MUG,2259.94,1919,203,98
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,2257.0,1503,145,105
21826,EIGHT PIECE DINOSAUR SET,2255.62,1745,248,136
84818,DANISH ROSE PHOTO FRAME,2250.2,1681,223,122
84469,ROSE DES PADDED FLOOR CUSHION,2249.41,664,44,35
22133,PINK LOVE HEART SHAPE CUP,2248.41,2452,328,109
22933,BAKING MOULD EASTER EGG MILK CHOC,2248.1200000000003,784,124,82
21819,GLITTER CHRISTMAS STAR ,2247.14,3847,248,178
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,2243.7799999999997,1344,144,90
22024,RAINY LADIES BIRTHDAY CARD,2241.88,5355,442,170
23029,DRAWER KNOB CRACKLE GLAZE GREEN,2237.9199999999996,1312,162,97
22803,IVORY EMBROIDERED QUILT ,2237.84,59,36,22
23326,HANGING MINI COLOURED BOTTLES,2237.08,3442,76,52
21804,WHITE CHRISTMAS GARLAND STARS TREES,2233.4900000000002,595,138,92
23093,SMALL PARISIENNE HEART PHOTO FRAME ,2231.77,936,144,105
22983,CARD BILLBOARD FONT,2231.45,5214,454,225
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2231.42,544,104,81
35001G,HAND OPEN SHAPE GOLD,2222.18,704,105,47
22336,DOVE DECORATION PAINTED ZINC ,2220.01,4638,215,136
23501,KEY RING BASEBALL BOOT UNION JACK,2217.87,1821,112,77
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2217.45,1417,253,113
84997c,CHILDRENS CUTLERY POLKADOT BLUE,2216.2099999999996,265,56,0
22973,CHILDREN'S CIRCUS PARADE MUG,2215.7299999999996,1301,158,87
16237,SLEEPING CAT ERASERS,2214.04,10294,583,209
22409,MONEY BOX BISCUITS DESIGN,2212.96,1624,166,104
84913A,SOFT PINK ROSE TOWEL ,2211.54,608,266,26
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,2210.96,612,185,113
21686,MEDINA STAMPED METAL STOOL,2210.4900000000002,58,35,10
85172,HYACINTH BULB T-LIGHT CANDLES,2210.3,4118,156,112
22716,CARD CIRCUS PARADE,2206.37,5206,448,244
21681,GIANT MEDINA STAMPED METAL BOWL ,2204.96,230,81,62
17091J,VANILLA INCENSE IN TIN,2204.35,3964,178,108
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,2204.1400000000003,1012,143,84
23064,CINDERELLA CHANDELIER ,2203.51,150,33,20
21811,CHRISTMAS HANGING HEART WITH BELL,2202.38,1721,163,108
21651,HANGING GLASS ETCHED TEALIGHT,2200.3599999999997,1361,124,81
22514,CHILDS GARDEN SPADE BLUE,2198.7200000000003,1088,242,151
21464,DISCO BALL ROTATOR BATTERY OPERATED,2197.5,518,227,128
22074,6 RIBBONS SHIMMERING PINKS ,2196.54,2144,288,127
23403,LETTER HOLDER HOME SWEET HOME,2192.86,622,137,80
21125,SET 6 FOOTBALL CELEBRATION CANDLES,2192.63,2108,250,163
21476,STEEL SWEETHEART ROUND TABLE CREAM,2189.6099999999997,140,87,53
22711,WRAP CIRCUS PARADE,2189.34,5327,183,148
20665,RED SPOTTY PURSE ,2186.7200000000003,705,160,101
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,2184.84,459,87,61
22227,HANGING HEART MIRROR DECORATION ,2181.87,3036,358,109
22952,72 CAKE CASES VINTAGE CHRISTMAS,2178.1400000000003,4346,101,93
20770,ABSTRACT CIRCLE JOURNAL ,2170.49,1035,203,95
15056n,EDWARDIAN PARASOL NATURAL,2170.4,173,116,0
84691,PACK 20 DOLLY PEGS,2169.3999999999996,2665,238,124
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,2164.4900000000002,744,150,93
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,2163.64,1816,107,82
21696,SMALL SILVER TRELLIS CANDLEPOT,2162.6400000000003,719,110,80
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,2158.72,1641,267,84
21245,GREEN  SPOTTY PLATE ,2155.17,1308,146,89
22948,METAL DECORATION NAUGHTY CHILDREN ,2154.49,2143,182,93
20931,BLUE POT PLANT CANDLE ,2150.52,646,166,92
23445,ICE CREAM BUBBLES,2144.64,2648,102,81
85116,BLACK CANDELABRA T-LIGHT HOLDER,2143.2400000000002,1787,183,40
22227,"DECORATION, HANGING HEART+MIRROR ",2140.8500000000004,2952,291,113
22310,IVORY KNITTED MUG COSY ,2140.35,1142,165,50
21421,PORCELAIN ROSE LARGE ,2136.98,1786,106,60
21905,MORE BUTTER METAL SIGN ,2136.87,1613,265,132
22182,CAKE STAND VICTORIAN FILIGREE SMALL,2136.65,557,175,59
21617,4 LILY  BOTANICAL DINNER CANDLES,2135.01,834,169,102
23161,REGENCY CAKE FORK,2130.3,1703,99,58
22292,"SPRING DEC , HANGING CHICK  YELLOW",2130.08,1616,110,80
22708,WRAP DOLLY GIRL,2130.0,5300,160,115
21774,DECORATIVE CATS BATHROOM BOTTLE,2128.56,1710,369,79
23302,KNEELING MAT HOUSEWORK  DESIGN,2127.18,1500,235,140
23028,DRAWER KNOB CRACKLE GLAZE BLUE,2127.08,1200,137,87
23005,TRAVEL CARD WALLET I LOVE LONDON,2126.13,4732,242,105
23213,STAR WREATH DECORATION WITH BELL,2123.42,1670,153,95
21195,PINK  HONEYCOMB PAPER BALL ,2122.66,997,150,49
85216,ASSORTED CAKES FRIDGE MAGNETS,2122.3700000000003,2800,191,115
22515,CHILDS GARDEN SPADE PINK,2121.34,1048,214,139
21246,RED SPOTTY BIG BOWL,2121.15,417,103,68
20764,ABSTRACT CIRCLES SKETCHBOOK ,2119.76,681,194,107
22824,3 TIER SWEETHEART GARDEN SHELF,2118.0,60,49,47
22714,CARD BIRTHDAY COWBOY,2116.87,5169,363,187
21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,2115.77,533,49,35
85099b,JUMBO BAG RED RETROSPOT,2111.64,419,25,0
23046,PAPER LANTERN 9 POINT DELUXE STAR,2111.4900000000002,349,36,31
22852,DOG BOWL VINTAGE CREAM,2111.38,476,157,104
85114A,BLACK ENCHANTED FOREST PLACEMAT,2110.9,1270,103,46
21643,ASSORTED TUTTI FRUTTI MIRROR,2110.44,1507,207,76
23252,VINTAGE RED ENAMEL TRIM JUG ,2107.86,562,143,104
21245,GREEN POLKADOT PLATE ,2106.43,1255,159,83
21232,STRAWBERRY CERAMIC TRINKET POT,2103.7200000000003,1347,130,58
23031,DRAWER KNOB CRACKLE GLAZE PINK,2099.4999999999995,1246,162,93
23232,WRAP VINTAGE LEAF DESIGN,2098.5,5225,136,118
22454,MEASURING TAPE BABUSHKA RED,2095.9100000000003,737,117,79
23233,WRAP POPPIES  DESIGN,2095.0,5150,159,130
22338,STAR DECORATION PAINTED ZINC ,2091.6200000000003,5992,269,143
23438, RED SPOT GIFT BAG LARGE,2089.92,1713,103,82
22913,RED COAT RACK PARIS FASHION,2088.05,446,124,84
22996,TRAVEL CARD WALLET VINTAGE TICKET,2084.0099999999998,4775,412,155
72799F,IVORY PILLAR CANDLE GOLD FLOCK,2082.7400000000002,1125,102,62
23079,TOADSTOOL BEDSIDE LIGHT ,2082.25,235,112,82
23526,DOG LICENCE WALL ART,2081.64,408,29,28
40018F,CHERRY DESIGN PAPERLANTERNS,2076.93,1080,120,69
21359,RELAX LARGE WOOD LETTERS,2076.68,204,77,57
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,2075.58,1268,95,56
84854,GIRLY PINK TOOL SET,2075.2200000000003,380,111,42
21865,PINK UNION JACK  PASSPORT COVER ,2073.04,890,298,129
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,2072.9500000000003,284,111,23
23536,VILLAGE SHOW WALL ART,2072.42,386,18,17
22023,EMPIRE BIRTHDAY CARD,2071.73,4963,431,177
22695,WICKER WREATH SMALL,2070.15,1457,225,151
23360,SET 8 CANDLES VINTAGE DOILY,2070.1,1060,107,88
23370,SET 36 COLOURING PENCILS DOILY,2069.1,1484,148,84
21619,4 VANILLA BOTANICAL CANDLES,2069.02,1131,212,138
85049H,URBAN BLACK RIBBONS ,2067.18,2066,334,154
84670,JAPANESE CROCHETED ANIMAL,2065.72,5046,185,114
20983,12 PENCILS TALL TUBE RED SPOTTY,2063.8599999999997,2346,259,156
23227,FILIGREE HEART BUTTERFLY WHITE ,2062.56,1636,119,61
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,2058.44,431,151,71
22279,POCKET BAG BLUE PAISLEY RED SPOT,2058.37,1403,216,109
21077,SET/20 WOODLAND PAPER NAPKINS ,2058.1,2790,192,111
22163,HEART STRING MEMO HOLDER HANGING,2056.07,1190,202,86
51014L,"FEATHER PEN,LIGHT PINK",2054.47,3241,230,111
23152,IVORY SWEETHEART WIRE LETTER RACK ,2054.4,547,162,108
21070,VINTAGE BILLBOARD MUG ,2050.14,2004,231,107
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,2049.4,2225,205,99
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2048.9900000000002,4224,194,112
23291,DOLLY GIRL CHILDRENS CUP,2046.53,1624,198,104
21058,PARTY INVITES WOODLAND,2045.3899999999999,2384,276,148
79323GR,GREEN CHERRY LIGHTS,2040.8600000000001,338,120,72
23500,KEY RING BASEBALL BOOT ASSORTED ,2038.33,1626,98,76
22859,EASTER TIN BUNNY BOUQUET,2032.9499999999998,1218,171,115
84968D,SET OF 16 VINTAGE RED CUTLERY,2031.2,184,69,38
84509B,SET OF 4 FAIRY CAKE PLACEMATS,2027.73,538,169,87
22069,BROWN  PIRATE TREASURE CHEST ,2026.4099999999999,909,244,62
22191,EAU DE NIL DINER WALL CLOCK,2025.55,243,124,95
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,2024.56,1393,127,64
23490,T-LIGHT HOLDER HANGING LOVE BIRD,2021.52,539,102,83
22261,FELT EGG COSY WHITE RABBIT ,2020.9499999999998,2101,244,126
22400,MAGNETS PACK OF 4 HOME SWEET HOME,2019.17,2425,236,159
22308,TEA COSY BLUE STRIPE,2018.75,651,216,75
23251,VINTAGE RED ENAMEL TRIM MUG ,2018.25,1642,124,80
23543,KEEP CALM WALL ART ,2015.97,269,20,19
85016,SET OF 6 VINTAGE NOTELETS KIT,2015.48,1672,169,61
21356,TOAST ITS - FAIRY FLOWER,2012.9099999999999,1591,350,116
22799,SWEETHEART WIRE FRUIT BOWL,2012.34,252,109,85
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,2010.6000000000001,209,77,22
22520,CHILDS GARDEN TROWEL BLUE ,2009.58,2295,374,256
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,2008.0700000000002,692,114,76
22928,YELLOW GIANT GARDEN THERMOMETER,2005.65,290,122,64
47591C,BLUE FAIRY CAKE CHILD'S APRON,2004.6299999999999,1047,155,108
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,2000.74,1627,91,68
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2000.0499999999997,1177,122,85
21504,SKULLS GREETING CARD,1999.98,4901,330,158
23289,DOLLY GIRL CHILDRENS BOWL,1998.7,1610,195,111
23066,SMALL DECO JEWELLERY STAND,1997.56,242,80,64
23315,IVORY REFECTORY CLOCK,1996.44,201,87,63
23020,GLASS  SONGBIRD STORAGE JAR,1991.49,163,79,65
22853,CAT BOWL VINTAGE CREAM,1989.27,575,142,96
22521,CHILDS GARDEN TROWEL PINK,1986.2299999999998,2287,372,257
21215,IVORY PAPER CUP CAKE CASES ,1986.0800000000002,3154,264,114
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,1983.54,181,105,6
21389,IVORY HANGING DECORATION  BIRD,1982.59,2269,267,149
23357,HOT WATER BOTTLE SEX BOMB,1982.0500000000002,450,102,79
22496,SET OF 2 ROUND TINS DUTCH CHEESE,1978.39,725,196,154
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,1977.84,582,193,119
35953,FOLKART STAR CHRISTMAS DECORATIONS,1977.22,3844,156,98
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,1976.5900000000001,811,138,91
22451,SILK PURSE RUSSIAN DOLL RED,1975.27,605,88,59
20665,RED RETROSPOT PURSE ,1975.2200000000003,598,193,79
20871,OPULENT VELVET SET/3 CANDLES,1973.8500000000001,1271,129,72
84676,BATH DUCK WATERING CAN,1969.91,799,120,76
17084R,ASSORTED INCENSE PACK,1968.45,10625,66,29
22931,BAKING MOULD HEART WHITE CHOCOLATE,1963.3,813,129,95
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,1961.31,1531,201,92
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1956.81,1453,169,105
22599,CHRISTMAS MUSICAL ZINC STAR,1956.4799999999998,3095,190,114
20674,GREEN SPOTTY BOWL,1953.44,1556,215,119
22466,FAIRY TALE COTTAGE NIGHT LIGHT,1951.29,959,116,74
22211,WOOD STAMP SET FLOWERS,1951.1,1482,293,162
23374,RED SPOT PAPER GIFT BAG,1949.7099999999998,2440,134,108
21695,SMALL SILVER FLOWER CANDLE POT,1949.2300000000002,629,103,65
22405,MONEY BOX POCKET MONEY DESIGN,1947.32,1605,217,171
23145,ZINC T-LIGHT HOLDER STAR LARGE,1946.2299999999998,2049,169,126
21803,CHRISTMAS TREE STAR DECORATION,1938.96,4463,322,86
21630,FLOOR CUSHION ELEPHANT CARNIVAL,1937.59,158,99,22
22802,FAUX FUR CHOCOLATE THROW,1933.59,110,62,39
22262,FELT EGG COSY CHICKEN,1933.37,2009,309,135
21657,MILK BOTTLE WITH GLASS STOPPER ,1932.63,252,121,76
22719,GUMBALL MONOCHROME COAT RACK,1932.39,1419,240,67
79160,HEART SHAPE WIRELESS DOORBELL,1928.97,923,222,51
23231,WRAP DOILEY DESIGN,1927.26,4703,164,124
35971,ROSE FOLKART HEART DECORATIONS,1926.49,1946,219,91
84581,DOG TOY WITH PINK CROCHET SKIRT,1920.02,506,234,125
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,1919.45,2773,168,98
21538,DAIRY MAID  PUDDING BOWL,1917.01,1306,53,40
22098,BOUDOIR SQUARE TISSUE BOX,1916.93,2786,316,161
21802,CHRISTMAS TREE HEART DECORATION,1916.78,4376,324,89
21112,SWISS ROLL TOWEL PINK  SPOTS,1913.6899999999998,706,39,21
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1913.22,1459,170,117
21991,BOHEMIAN COLLAGE STATIONERY SET,1912.54,1091,290,109
22614,PACK OF 12 SPACEBOY TISSUES,1912.0299999999997,5593,374,222
20716,PARTY FOOD SHOPPER BAG,1911.29,1522,248,122
85162B,BLACK RETRODISC LAMPSHADE,1905.15,977,13,5
84968E,SET OF 16 VINTAGE BLACK CUTLERY,1905.03,164,60,27
22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1905.01,2320,405,205
79341,WILLOW BRANCH LIGHTS.,1904.0900000000001,277,102,60
21043,APRON MODERN VINTAGE COTTON,1903.18,674,142,81
84763,ZINC FINISH 15CM PLANTER POTS,1903.0,1517,170,106
22363,GLASS JAR MARMALADE ,1902.99,633,186,99
23094,LE GRAND TRAY CHIC SET,1899.92,150,81,65
84459A,PINK METAL CHICKEN HEART ,1898.6499999999999,1167,206,96
20984,12 PENCILS TALL TUBE POSY,1896.1999999999998,5651,248,178
15058B,PINK POLKADOT GARDEN PARASOL,1895.62,229,102,35
22513,DOORSTOP FOOTBALL DESIGN,1894.7,587,172,106
22522,CHILDS GARDEN FORK BLUE ,1893.06,2225,337,249
84519B,CARROT CHARLIE+LOLA COASTER SET,1892.42,866,215,98
23068,ALUMINIUM STAMPED HEART,1892.2300000000002,779,130,100
21692,SILVER LATTICE VANILLA CANDLE POT,1891.62,498,112,81
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,1890.88,844,147,92
23491,VINTAGE JINGLE BELLS HEART,1889.51,227,79,64
22453,MEASURING TAPE BABUSHKA BLUE,1885.46,691,118,61
23358,HOT STUFF HOT WATER BOTTLE,1882.44,556,91,61
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,1878.8899999999999,149,99,28
22291,HANGING CHICK CREAM DECORATION,1878.55,1269,123,73
23394,POSTE FRANCE CUSHION COVER,1877.65,435,150,90
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1876.27,2085,200,129
22210,WOOD STAMP SET BEST WISHES,1873.6699999999998,1571,290,180
20684,STRAWBERRY DREAM CHILDS UMBRELLA,1873.56,568,181,118
84856S,SMALL TAHITI BEACH BAG,1873.4,466,34,25
21085,SET/6 WOODLAND PAPER CUPS,1872.68,13731,66,42
21445,12 PINK ROSE PEG PLACE SETTINGS,1872.23,1507,148,88
16016,LARGE CHINESE STYLE SCISSOR,1870.7,2314,106,57
20703,BLUE PADDED SOFT MOBILE,1870.22,442,184,122
22523,CHILDS GARDEN FORK PINK,1869.54,2169,356,248
22935,BAKING MOULD ROSE MILK CHOCOLATE,1868.82,618,66,46
21091,SET/6 WOODLAND PAPER PLATES,1868.7,13700,47,31
85231B,CINAMMON SET OF 9 T-LIGHTS,1868.49,2043,385,181
21773,DECORATIVE ROSE BATHROOM BOTTLE,1868.15,1617,311,87
21687,SILVER PLATE CANDLE BOWL LARGE,1867.48,476,102,55
23090,VINTAGE GLASS T-LIGHT HOLDER,1862.56,2228,150,96
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,1861.4500000000003,632,145,111
21983,PACK OF 12 BLUE PAISLEY TISSUES ,1861.1,6070,327,208
22858,EASTER TIN KEEPSAKE,1860.84,1125,142,104
21287,SCENTED VELVET LOUNGE CANDLE ,1860.0,4107,93,67
21540,DAIRY MAID BUTTER DISH,1854.83,1201,41,31
22602,RETROSPOT WOODEN HEART DECORATION,1852.28,2036,248,133
23128,FELTCRAFT BOY JEAN-PAUL KIT,1850.1100000000001,359,129,103
22068,BLACK PIRATE TREASURE CHEST,1848.2399999999998,1043,257,107
21581,SKULLS  DESIGN  COTTON TOTE BAG,1845.74,1152,205,105
23235,STORAGE TIN VINTAGE LEAF,1845.64,698,109,87
21841,BABY MOUSE RED GINGHAM DRESS,1844.72,434,133,106
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,1842.5700000000002,717,120,69
85162C,WHITE RETRODISC LAMPSHADE,1841.7,904,46,11
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,1840.1399999999999,2013,273,169
23378,PACK OF 12 50'S CHRISTMAS TISSUES,1840.08,3997,176,127
16169E,WRAP 50'S  CHRISTMAS,1839.96,4438,151,143
21894,POTTING SHED SEED ENVELOPES,1836.14,1320,247,120
22832,BROCANTE SHELF WITH HOOKS,1835.3,166,87,68
21659,GLASS CAKE STAND,1831.8999999999999,116,70,46
21677,HEARTS  STICKERS,1828.78,2089,282,144
22317,FIVE CATS HANGING DECORATION,1827.64,587,167,83
23109,LED TEA LIGHTS,1826.76,634,65,54
21618,4 WILDFLOWER BOTANICAL CANDLES,1823.74,698,139,86
84327A,PINK JUMPER LARRY THE LAMB,1813.5100000000002,955,124,78
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1813.32,1013,151,70
85164B,BLACK BAROQUE CUCKOO CLOCK,1812.4299999999998,139,66,27
84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,1811.3000000000002,321,34,22
23228,FILIGREE HEART BIRD WHITE ,1810.24,1348,126,58
21384,IVORY HANGING DECORATION  BUTTERFLY,1810.1899999999998,1917,150,99
ADJUST,Adjustment by john on 26/01/2010 16,1803.33,2,38,32
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",1801.32,246,120,88
21096,SET/6 FRUIT SALAD  PAPER PLATES,1800.67,8911,144,91
22454,MEASURING TAPE RUSSIAN DOLL RED,1796.42,654,64,46
21039,RED SPOTTY SHOPPING BAG,1787.84,682,118,80
23160,REGENCY TEA SPOON,1786.98,1444,78,50
21761,WOOD AND GLASS MEDICINE CABINET,1784.8,64,25,21
84748,FOLK FELT HANGING MULTICOL GARLAND,1781.12,1170,93,27
23317,BLUE REFECTORY CLOCK ,1777.46,173,82,56
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,1775.06,2052,149,84
22586,FELTCRAFT HAIRBAND PINK AND BLUE,1774.34,2039,297,184
21241,GREEN SPOTTY CUP,1773.87,2101,251,125
79302M,"ART LIGHTS,FUNK MONKEY",1771.23,623,108,40
21357,TOAST ITS - DINOSAUR,1767.76,1340,212,105
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1764.7199999999998,2078,250,142
47566b,TEA TIME PARTY BUNTING,1761.2599999999998,212,113,0
21161,KEEP OUT BOYS DOOR HANGER ,1758.3899999999999,2274,209,120
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1758.12,218,100,16
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1754.59,1442,174,78
21158,MOODY GIRL DOOR HANGER ,1754.49,2490,313,185
22307,GOLD MUG BONE CHINA TREE OF LIFE,1754.31,1158,125,87
84507B,STRIPES DESIGN MONKEY DOLL,1752.9799999999998,1342,119,52
20729,RED SPOTTY CANDY BAG,1750.62,5240,124,39
